Crossing ID,Google Maps,County,City,Route,Street,Urban Rural,MPO,RPO,Primary RR,Trains Per Day,TPD Source,TPD Year,Train Speed,Total Tracks,Warning Device,Is Shortline RR,Is Amtrak Service,Road Class,Road Lanes,Road Speed,AADT,AADT Truck,AADT Year,Crashes 5yrs,Crashes PDO,Crashes Injury,Crashes Fatal,Blocked Reports,Lat WGS84,LonWGS84,ObjectId,x,y
524973A,"https://www.google.com/maps/@39.36259024,-84.53427629,200m/data=!3m1!1e3",BUTLER,HAMILTON,MR 52 E,IVY LN,Urban,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,NS - Norfolk Southern Railway Company,17,PUCO/FRA,2020,60,1,Crossbucks,No,No,7 - Local,2,Unknown,25,2,2020,0,0,0,0,0,39.36259024,-84.53427629,856,-9410312.5911807,4773743.40005302
154070R,"https://www.google.com/maps/@39.45240243,-84.70316533,200m/data=!3m1!1e3",BUTLER,OXFORD,TR 207,DECAMP RD,Rural,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,CSX - CSX Transportation,4,PUCO/FRA,2022,50,1,Crossbucks,No,Yes,7 - Local,2,55,160,8,2020,0,0,0,0,0,39.45240243,-84.70316533,733,-9429113.23311407,4786683.07897093
513508V,"https://www.google.com/maps/@39.33421664,-82.12748881,200m/data=!3m1!1e3",ATHENS,ATHENS,TR 404,ARMITAGE RD,Rural,None,Buckeye Hills-Hocking Valley Regional Development District,KNWA - Kanawha River Railroad,4,PUCO/FRA,Unknown,30,1,Crossbucks,Yes,No,7 - Local,2,45,151,8,2021,0,0,0,0,0,39.33421664,-82.12748881,524,-9142390.23445947,4769658.93741992
481445B,"https://www.google.com/maps/@39.88964157,-82.94918742,200m/data=!3m1!1e3",FRANKLIN,COLUMBUS,CR 123,WILLIAMS RD,Urban,Mid-Ohio Regional Planning Commission (Columbus),None,NS - Norfolk Southern Railway Company,29,FRA,2021,40,2,Lights and Gates,No,No,4 - Minor Arterial,2,45,8609,447,2021,0,0,0,0,249,39.88964157,-82.94918742,1188,-9233861.30531021,4849918.22889755
510247M,"https://www.google.com/maps/@41.3653249,-83.14905184,200m/data=!3m1!1e3",SANDUSKY,FREMONT,CR 57,CHRISTY RD,Urban,None,None,NS - Norfolk Southern Railway Company,0,PUCO/FRA,2022,15,1,Crossbucks,No,No,5 - Major Collector,2,Unknown,1066,32,2021,0,0,0,0,0,41.3653249,-83.14905184,4151,-9256110.11077231,5066377.25953721
524351X,"https://www.google.com/maps/@41.37158833,-81.52886954,200m/data=!3m1!1e3",CUYAHOGA,WALTON HILLS,MR 13770,KRICK RD,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,NS - Norfolk Southern Railway Company,0,PUCO/FRA,2017,10,1,Crossbucks,No,No,7 - Local,2,25,4441,266,2020,0,0,0,0,0,41.37158833,-81.52886954,1065,-9075752.24214403,5067306.32687388
509469A,"https://www.google.com/maps/@41.60536829,-83.78638373,200m/data=!3m1!1e3",LUCAS,HOLLAND,CR 118,S EBER RD,Rural,Toledo Metropolitan Area Council of Governments (Toledo),None,NS - Norfolk Southern Railway Company,56,PUCO/FRA,2022,79,2,Lights and Gates,No,Yes,5 - Major Collector,2,55,2872,348,2021,0,0,0,0,3,41.60536829,-83.78638373,2159,-9327057.57223342,5102047.61133166
523823N,"https://www.google.com/maps/@41.74493235,-81.28543448,200m/data=!3m1!1e3",LAKE,GRAND RIVER,CR 518,WILLIAMS ST,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,GRRW - The Grand River Railway,8,PUCO/FRA,2015,10,1,Lights and Gates,Yes,No,4 - Minor Arterial,2,35,347,138,2021,0,0,0,0,0,41.74493235,-81.28543448,2061,-9048653.1752236,5122847.79361539
544893L,"https://www.google.com/maps/@41.8725652,-80.79796752,200m/data=!3m1!1e3",ASHTABULA,ASHTABULA,MR 227,W 32ND ST,Urban,None,None,CSX - CSX Transportation,2,PUCO/FRA,2021,20,2,Lights and Gates,No,No,7 - Local,2,Unknown,90,3,2020,0,0,0,0,0,41.8725652,-80.79796752,192,-8994388.60145786,5141909.4021666
503473U,"https://www.google.com/maps/@40.71898313,-81.10116062,200m/data=!3m1!1e3",CARROLL,MINERVA,CR 15,ARROW RD NW,Rural,None,Ohio Mid-Eastern Governments Association,OHIC - Ohi-Rail Corporation,12,PUCO/FRA,2019,10,1,Lights and Gates,Yes,No,6 - Minor Collector,2,45,441,9,2021,0,0,0,0,0,40.71898313,-81.10116062,69,-9028139.90296189,4970979.68621967
002063L,"https://www.google.com/maps/@41.15842629,-82.0232065,200m/data=!3m1!1e3",MEDINA,LITCHFIELD,SR 83,AVON LAKE RD,Rural,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,WE - Wheeling & Lake Erie Railway Company,4,PUCO/FRA,2021,40,1,Lights and Gates,Yes,No,4 - Minor Arterial,2,55,4463,355,2021,0,0,0,0,0,41.15842629,-82.0232065,3155,-9130781.58081153,5035737.66423216
472663J,"https://www.google.com/maps/@41.12623986,-81.36687021,200m/data=!3m1!1e3",PORTAGE,KENT,TR 11,SUNNYBROOK RD,Urban,Akron Metropolitan Area Transportation Study (Akron),None,WE - Wheeling & Lake Erie Railway Company,4,PUCO/FRA,2021,25,1,Lights and Gates,Yes,No,7 - Local,2,25,761,12,2021,0,0,0,0,0,41.12623986,-81.36687021,3487,-9057718.55921958,5030979.88406549
873441H,"https://www.google.com/maps/@41.07251184,-80.65413893,200m/data=!3m1!1e3",MAHONING,YOUNGSTOWN,CR 514,E INDIANOLA AVE,Urban,Eastgate Reginal Council of Governments (Youngstown),None,"YSRR - Youngstown & Southeastern Railroad Company, Inc.",2,PUCO/FRA,2021,10,2,Flashing Lights,Yes,No,4 - Minor Arterial,2,25,4135,125,2021,0,0,0,0,0,41.07251184,-80.65413893,3819,-8978377.67605754,5023043.0341531
142386S,"https://www.google.com/maps/@41.28591519,-84.55340982,200m/data=!3m1!1e3",DEFIANCE,SHERWOOD,US 127,HARRISON ST,Rural,None,Maumee Valley Planning Organization,CSX - CSX Transportation,40,FRA,2021,79,2,Lights and Gates,No,No,4 - Minor Arterial,2,35,3033,623,2021,0,0,0,0,0,41.28591519,-84.55340982,1729,-9412442.52599738,5054605.99995519
155788L,"https://www.google.com/maps/@41.37949663,-83.76981085,200m/data=!3m1!1e3",WOOD,WESTON,TR 195,WILLOW RD,Rural,Toledo Metropolitan Area Council of Governments (Toledo),None,CSX - CSX Transportation,7,FRA,2022,50,1,Crossbucks,No,No,7 - Local,1,45,201,10,2020,0,0,0,0,0,41.37949663,-83.76981085,5479,-9325212.68767084,5068479.50891134
258668G,"https://www.google.com/maps/@40.42518652,-84.03410745,200m/data=!3m1!1e3",SHELBY,JACKSON CENTER,TR 60,LINKER RD,Rural,None,None,IORY - Indiana & Ohio Railway,4,FRA,2017,49,1,Crossbucks,Yes,No,7 - Local,2,45,91,5,2020,0,0,0,0,0,40.42518652,-84.03410745,4815,-9354634.05060124,4927922.96961736
513802T,"https://www.google.com/maps/@40.3833086,-83.52347041,200m/data=!3m1!1e3",UNION,WEST MANSFIELD,CR 259,NEWTON PERKINS RD,Rural,None,Central Ohio Rural Planning Organization,CSX - CSX Transportation,6,PUCO/FRA,2022,49,1,Crossbucks,No,No,7 - Local,2,55,310,16,2021,0,0,0,0,0,40.3833086,-83.52347041,4483,-9297790.19532825,4921800.98849368
503195F,"https://www.google.com/maps/@40.26912129,-80.6211496,200m/data=!3m1!1e3",JEFFERSON,BRILLIANT,TR 1378,SMITHFIELD ST,Urban,Brooke-Hancock-Jefferson Metropolitan Planning Commission (Steubenville-Weirton),None,NS - Norfolk Southern Railway Company,12,FRA,2017,25,1,Crossbucks,No,No,7 - Local,2,25,409,12,2020,0,0,0,0,0,40.26912129,-80.6211496,2491,-8974705.32064033,4905127.66758034
476916D,"https://www.google.com/maps/@40.68632308,-84.16675919,200m/data=!3m1!1e3",ALLEN,LIMA,CR 142,W BREESE RD,Rural,Lima-Allen County Regional Planning Commission (Lima),None,NS - Norfolk Southern Railway Company,0,PUCO/FRA,2022,10,1,Lights and Gates,No,No,5 - Major Collector,2,45,8018,167,2021,0,0,0,0,0,40.68632308,-84.16675919,401,-9369400.77475088,4966183.9067654
532596J,"https://www.google.com/maps/@40.8146535,-83.07423671,200m/data=!3m1!1e3",CRAWFORD,NEVADA,TR 21,KNAUSS RD,Rural,None,None,"CFE - Chicago, Ft. Wayne & Eastern",10,PUCO/FRA,2017,40,1,Crossbucks,Yes,No,7 - Local,2,45,97,5,2021,0,0,0,0,0,40.8146535,-83.07423671,1520,-9247781.72859707,4985041.41684994
503062N,"https://www.google.com/maps/@40.84030363,-81.76321651,200m/data=!3m1!1e3",WAYNE,ORRVILLE,MR 394,S WALNUT ST,Urban,None,None,NS - Norfolk Southern Railway Company,22,FRA,2020,70,1,Lights and Gates,No,No,7 - Local,4,25,823,33,2020,0,0,0,0,0,40.84030363,-81.76321651,5147,-9101839.62751338,4988814.94523184
473439C,"https://www.google.com/maps/@38.55283821,-82.7008905,200m/data=!3m1!1e3",LAWRENCE,IRONTON,MR 80067,MCPHERSON AVE,Urban,KYOVA Interstate Planning Commission (Huntington),None,NS - Norfolk Southern Railway Company,24,PUCO/FRA,2022,60,2,Crossbucks,No,No,7 - Local,2,25,50,3,2020,0,0,0,0,0,38.55283821,-82.7008905,2084,-9206221.01861028,4657820.39096949
473515T,"https://www.google.com/maps/@38.92692955,-83.02056917,200m/data=!3m1!1e3",SCIOTO,LUCASVILLE,CR 25,COCKRELLS RD,Rural,None,Ohio Valley Regional Development Commission,NS - Norfolk Southern Railway Company,24,FRA,2021,60,2,Lights and Gates,No,No,7 - Local,2,55,455,23,2021,0,0,0,0,0,38.92692955,-83.02056917,4414,-9241807.48537215,4711210.25570075
525242X,"https://www.google.com/maps/@39.33722394,-84.33102975,200m/data=!3m1!1e3",WARREN,MASON,TR 54,WESTERN ROW RD,Urban,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,IORY - Indiana & Ohio Railway,0,PUCO/FRA,2017,10,1,Crossbucks,Yes,No,4 - Minor Arterial,2,25,21816,1513,2021,0,0,0,0,0,39.33722394,-84.33102975,5007,-9387687.2898424,4770091.76848616
151301L,"https://www.google.com/maps/@39.29724903,-83.94814697,200m/data=!3m1!1e3",CLINTON,BLANCHESTER,TR 113,DUDLEY RD,Rural,None,None,IORY - Indiana & Ohio Railway,8,FRA,2017,49,2,Lights and Gates,Yes,No,7 - Local,2,45,850,43,2021,0,0,0,0,0,39.29724903,-83.94814697,430,-9345064.97373929,4764339.82775015
151274S,"https://www.google.com/maps/@39.32654801,-83.62953736,200m/data=!3m1!1e3",HIGHLAND,HIGHLAND,CR 10,CAREYTOWN RD,Rural,None,Ohio Valley Regional Development Commission,IORY - Indiana & Ohio Railway,0,FRA,2017,25,1,Crossbucks,Yes,No,7 - Local,2,55,389,28,2021,0,0,0,0,0,39.32654801,-83.62953736,2422,-9309597.51419225,4768555.30030032
154085F,"https://www.google.com/maps/@39.51059652,-84.74989281,200m/data=!3m1!1e3",BUTLER,OXFORD,CR 33,CONTRERAS RD,Urban,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,CSX - CSX Transportation,4,PUCO/FRA,2022,35,1,Lights and Gates,No,Yes,5 - Major Collector,4,25,1786,24,2021,0,0,0,0,2,39.51059652,-84.74989281,756,-9434314.91239372,4795076.29731247
518485H,"https://www.google.com/maps/@41.05198063,-82.48630347,200m/data=!3m1!1e3",HURON,GREENWICH,SR 13,SR-13,Rural,None,None,CSX - CSX Transportation,35,FRA,2023,60,2,Lights and Gates,No,No,4 - Minor Arterial,2,55,2418,460,2021,0,0,0,0,6,41.05198063,-82.48630347,2345,-9182333.29969984,5020011.82087448
509519B,"https://www.google.com/maps/@41.52869413,-84.25807059,200m/data=!3m1!1e3",FULTON,PETTISVILLE,CR D,CO RD D,Rural,None,Maumee Valley Planning Organization,NS - Norfolk Southern Railway Company,46,PUCO/FRA,2022,79,2,Lights and Gates,No,Yes,5 - Major Collector,2,45,1477,118,2021,3,3,0,0,0,41.52869413,-84.25807059,1758,-9379565.5133025,5090639.48748795
524061P,"https://www.google.com/maps/@41.41194557,-82.6160105,200m/data=!3m1!1e3",ERIE,HURON,TR 121,CAMP RD,Urban,Erie Regional Planning Commission (Sandusky),None,NS - Norfolk Southern Railway Company,40,PUCO/FRA,2022,79,2,Lights and Gates,No,Yes,5 - Major Collector,2,45,2349,92,2021,0,0,0,0,1,41.41194557,-82.6160105,1420,-9196772.22023174,5073294.7448749
474144N,"https://www.google.com/maps/@40.11569438,-82.00931139,200m/data=!3m1!1e3",MUSKINGUM,DRESDEN,TR 1201,CHESTNUT ST,Rural,None,Ohio Mid-Eastern Governments Association,OHCR - Ohio Central Railroad Company,0,FRA,2021,10,1,Crossbucks,Yes,No,7 - Local,2,25,750,22,2020,0,0,0,0,0,40.11569438,-82.00931139,3673,-9129234.78424181,4882768.94210345
510578A,"https://www.google.com/maps/@40.31691208,-80.65435699,200m/data=!3m1!1e3",JEFFERSON,MINGO JUNCTION,CR 74,MINGO JUNCTION-GOULDS RD,Rural,Brooke-Hancock-Jefferson Metropolitan Planning Commission (Steubenville-Weirton),None,NS - Norfolk Southern Railway Company,8,FRA,2017,15,1,Lights and Gates,No,No,6 - Minor Collector,2,25,550,15,2021,0,0,0,0,0,40.31691208,-80.65435699,2748,-8978401.9503857,4912102.51729534
532754G,"https://www.google.com/maps/@40.84840006,-84.39805401,200m/data=!3m1!1e3",VAN WERT,DELPHOS,TR 199,VAN WERT PUTNAM ALLEN RD,Rural,None,None,"CFE - Chicago, Ft. Wayne & Eastern",4,PUCO/FRA,2020,40,1,Lights and Gates,Yes,No,7 - Local,2,55,485,25,2021,0,0,0,0,0,40.84840006,-84.39805401,5001,-9395148.3963364,4990006.35771309
142547K,"https://www.google.com/maps/@40.81344413,-81.53089628,200m/data=!3m1!1e3",STARK,MASSILLON,TR 353 A,EARL RD,Urban,Stark County Area Transportation Study (Canton),None,RJCL - R. J. Corman Cleveland Line,1,FRA,2019,25,1,Flashing Lights,Yes,No,5 - Major Collector,2,Unknown,3699,111,2021,0,0,0,0,0,40.81344413,-81.53089628,4343,-9075977.8578088,4984863.53595725
142543H,"https://www.google.com/maps/@40.84035922,-81.52466198,200m/data=!3m1!1e3",STARK,MASSILLON,TR 514,40 CORNERS ST,Rural,Stark County Area Transportation Study (Canton),None,RJCL - R. J. Corman Cleveland Line,1,FRA,2019,30,1,Lights and Gates,Yes,No,7 - Local,2,50,1700,85,2020,0,0,0,0,0,40.84035922,-81.52466198,4337,-9075283.85870735,4988823.12496073
472571W,"https://www.google.com/maps/@41.07916134,-84.76520858,200m/data=!3m1!1e3",PAULDING,PAYNE,TR 21,RD 21,Rural,None,Maumee Valley Planning Organization,NS - Norfolk Southern Railway Company,24,FRA,2020,60,1,Lights and Gates,No,No,7 - Local,2,45,226,11,2020,0,0,0,0,0,41.07916134,-84.76520858,3009,-9436019.85611122,5024024.964542
152440K,"https://www.google.com/maps/@39.58179829,-84.31941694,200m/data=!3m1!1e3",WARREN,CARLISLE,SR 123,CENTRAL AVE,Urban,Miami Valley Regional Planning Commission (Dayton),None,CSX - CSX Transportation,20,PUCO/FRA,2021,50,1,Lights and Gates,No,No,4 - Minor Arterial,2,35,10004,480,2021,0,0,0,0,2,39.58179829,-84.31941694,5078,-9386394.55774653,4805355.15626805
481424H,"https://www.google.com/maps/@39.60300532,-82.94876694,200m/data=!3m1!1e3",PICKAWAY,CIRCLEVILLE,US 22,W MAIN ST,Urban,None,Central Ohio Rural Planning Organization,NS - Norfolk Southern Railway Company,22,FRA,2021,25,3,Lights and Gates,No,No,4 - Minor Arterial,4,25,10478,686,2021,0,0,0,0,6,39.60300532,-82.94876694,3086,-9233814.49769072,4808418.69461935
513472P,"https://www.google.com/maps/@39.5034673,-82.07878052,200m/data=!3m1!1e3",ATHENS,GLOUSTER,MR 300,CROSS ST,Rural,None,Buckeye Hills-Hocking Valley Regional Development District,KNWA - Kanawha River Railroad,4,PUCO/FRA,Unknown,30,1,Lights and Gates,Yes,No,7 - Local,2,25,1700,51,2020,0,0,0,0,0,39.5034673,-82.07878052,501,-9136968.05241926,4794047.686426
523351U,"https://www.google.com/maps/@40.10933091,-84.6418425,200m/data=!3m1!1e3",DARKE,GREENVILLE,SR 49,FORT RECOVERY ST,Urban,None,None,RJCW - R. J. Corman Western Ohio Line,1,PUCO/FRA,2019,10,1,Lights and Gates,Yes,No,5 - Major Collector,2,25,1938,59,2021,0,0,0,0,0,40.10933091,-84.6418425,1094,-9422286.80690446,4881842.69196732
153980J,"https://www.google.com/maps/@40.034294,-84.21007903,200m/data=!3m1!1e3",MIAMI,TROY,MR 773,GRANT ST,Urban,Miami Valley Regional Planning Commission (Dayton),None,CSX - CSX Transportation,0,FRA,2021,10,1,Crossbucks,No,No,7 - Local,2,25,969,29,2020,0,0,0,0,0,40.034294,-84.21007903,3750,-9374223.11728092,4870927.04229225
258739B,"https://www.google.com/maps/@40.04450078,-83.90756162,200m/data=!3m1!1e3",CHAMPAIGN,TREMONT CITY,CR 79,THACKERY RD,Rural,None,Logan-Union-Champaign Regional Planning Commission,IORY - Indiana & Ohio Railway,2,FRA,2017,25,1,Lights and Gates,Yes,No,7 - Local,2,45,368,18,2020,0,0,0,0,0,40.04450078,-83.90756162,92,-9340547.03324362,4872411.12037971
151150Y,"https://www.google.com/maps/@39.15838669,-82.56682959,200m/data=!3m1!1e3",JACKSON,HAMDEN,CR 33,LESMIL RD,Rural,None,Ohio Valley Regional Development Commission,OSCR - Ohio South Central Railroad,2,PUCO/FRA,2017,25,1,Crossbucks,Yes,No,6 - Minor Collector,2,45,194,1,2021,0,0,0,0,0,39.15838669,-82.56682959,2445,-9191297.42637379,4744384.56734563
525219D,"https://www.google.com/maps/@39.40954032,-84.24381267,200m/data=!3m1!1e3",WARREN,LEBANON,US 42,US RT 42,Rural,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,LMMV - Lebanon Mason Monroe Railroad,0,PUCO/FRA,2017,10,1,Flashing Lights,Yes,No,3 - Principal Arterial,2,50,5780,151,2021,0,0,0,0,0,39.40954032,-84.24381267,5101,-9377978.32890833,4780505.64745921
481372T,"https://www.google.com/maps/@39.27257808,-82.92758318,200m/data=!3m1!1e3",ROSS,CHILLICOTHE,TR 194,TOAD HOLLOW RD,Rural,None,Ohio Valley Regional Development Commission,NS - Norfolk Southern Railway Company,24,FRA,2021,45,1,Lights and Gates,No,No,7 - Local,2,45,176,9,2021,0,0,0,0,0,39.27257808,-82.92758318,4978,-9231456.33231444,4760791.59395804
920814J,"https://www.google.com/maps/@39.26461098,-82.8645804,200m/data=!3m1!1e3",ROSS,CHILLICOTHE,TR 221,SCHOOLEY STATION RD,Rural,None,Ohio Valley Regional Development Commission,CSX - CSX Transportation,0,PUCO/FRA,2022,10,1,Crossbucks,No,No,7 - Local,2,45,190,8,2020,0,0,0,0,0,39.26461098,-82.8645804,4984,-9224442.89492628,4759646.0138721
155091M,"https://www.google.com/maps/@39.50172901,-84.39873212,200m/data=!3m1!1e3",BUTLER,MIDDLETOWN,CR 605,14TH AVE,Urban,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,CSX - CSX Transportation,2,PUCO/FRA,2021,10,1,Lights and Gates,No,No,5 - Major Collector,2,35,1755,16,2021,0,0,0,0,0,39.50172901,-84.39873212,779,-9395223.8831963,4793796.90023325
153768T,"https://www.google.com/maps/@39.53375526,-83.42526791,200m/data=!3m1!1e3",FAYETTE,Washington Courthouse,MR 401,S ELM ST,Urban,None,Ohio Valley Regional Development Commission,IORY - Indiana & Ohio Railway,2,PUCO/FRA,2017,25,2,Lights and Gates,Yes,No,5 - Major Collector,2,25,2354,48,2021,0,0,0,0,0,39.53375526,-83.42526791,1781,-9286858.34303363,4798418.39166996
473622H,"https://www.google.com/maps/@41.2175099,-82.51470165,200m/data=!3m1!1e3",HURON,NORWALK,TR 159,TIGER RD,Rural,None,None,WE - Wheeling & Lake Erie Railway Company,7,FRA,2021,55,1,Crossbucks,Yes,No,7 - Local,1,55,140,7,2020,0,0,0,0,0,41.2175099,-82.51470165,2986,-9185494.57063689,5044477.45563659
518540F,"https://www.google.com/maps/@41.33980775,-81.93349722,200m/data=!3m1!1e3",LORAIN,COLUMBIA STATION,TR 138,JAQUAY RD,Rural,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,CSX - CSX Transportation,32,PUCO/FRA,2021,60,2,Lights and Gates,No,No,7 - Local,2,45,753,38,2020,1,1,0,0,0,41.33980775,-81.93349722,2322,-9120795.1894425,5062593.17266015
524067F,"https://www.google.com/maps/@41.43923987,-82.70578477,200m/data=!3m1!1e3",ERIE,SANDUSKY,CR 110,CAMPBELL ST,Urban,Erie Regional Planning Commission (Sandusky),None,NS - Norfolk Southern Railway Company,40,PUCO/FRA,2022,79,3,Lights and Gates,No,Yes,5 - Major Collector,4,25,5384,98,2021,1,0,0,1,0,41.43923987,-82.70578477,1443,-9206765.84625448,5077346.92469552
471979R,"https://www.google.com/maps/@41.8629036,-80.77135553,200m/data=!3m1!1e3",ASHTABULA,ASHTABULA,SR 84,STATE AVE,Urban,None,None,NS - Norfolk Southern Railway Company,25,FRA,2020,60,1,Lights and Gates,No,No,4 - Minor Arterial,2,25,5729,208,2021,0,0,0,0,0,41.8629036,-80.77135553,115,-8991426.16828206,5140465.13946828
472515P,"https://www.google.com/maps/@41.100921,-84.16019216,200m/data=!3m1!1e3",PUTNAM,MILLER CITY,TR 15 C,RD 15-C,Rural,None,None,NS - Norfolk Southern Railway Company,24,FRA,2020,60,1,Lights and Gates,No,No,7 - Local,2,45,62,3,2020,0,0,0,0,0,41.100921,-84.16019216,3656,-9368669.73631525,5027238.90399324
472435W,"https://www.google.com/maps/@41.15305055,-83.41883418,200m/data=!3m1!1e3",SENECA,FOSTORIA,MR 454,S UNION ST,Urban,None,None,NS - Norfolk Southern Railway Company,34,FRA,2020,60,2,Lights and Gates,No,No,7 - Local,2,25,3081,92,2020,0,0,0,0,0,41.15305055,-83.41883418,4314,-9286142.14348613,5034942.86287829
473590E,"https://www.google.com/maps/@41.1667077,-82.23126074,200m/data=!3m1!1e3",LORAIN,WELLINGTON,TR 1149,FAIRGROUNDS RD,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,WE - Wheeling & Lake Erie Railway Company,9,FRA,2021,40,2,Lights and Gates,Yes,No,7 - Local,2,45,88,3,2020,0,0,0,0,0,41.1667077,-82.23126074,2771,-9153942.07286571,5036962.19549276
503587G,"https://www.google.com/maps/@41.08509268,-81.49041287,200m/data=!3m1!1e3",SUMMIT,AKRON,CR 15,N ARLINGTON ST,Urban,Akron Metropolitan Area Transportation Study (Akron),None,CSX - CSX Transportation,22,FRA,2022,35,2,Lights and Gates,No,No,4 - Minor Arterial,4,30,5838,120,2021,0,0,0,0,0,41.08509268,-81.49041287,4320,-9071471.26522203,5024900.92821027
142366F,"https://www.google.com/maps/@41.27814168,-84.37558638,200m/data=!3m1!1e3",DEFIANCE,DEFIANCE,MR 129,JACKSON AVE,Urban,None,Maumee Valley Planning Organization,CSX - CSX Transportation,38,PUCO/FRA,2021,50,2,Lights and Gates,No,No,7 - Local,2,25,784,24,2020,0,0,0,0,0,41.27814168,-84.37558638,1658,-9392647.31120547,5053454.46776758
475193N,"https://www.google.com/maps/@41.355302,-83.10010566,200m/data=!3m1!1e3",SANDUSKY,FREMONT,MR 302,WALNUT ST NE,Urban,None,None,NS - Norfolk Southern Railway Company,3,PUCO/FRA,2017,10,1,Crossbucks,No,No,7 - Local,2,25,25,1,2020,0,0,0,0,0,41.355302,-83.10010566,4437,-9250661.44693843,5064890.72839158
525839S,"https://www.google.com/maps/@39.75553445,-84.21598825,200m/data=!3m1!1e3",MONTGOMERY,DAYTON,MR 5412,W THIRD ST,Urban,Miami Valley Regional Planning Commission (Dayton),None,CSX - CSX Transportation,0,PUCO/FRA,2022,10,1,Flashing Lights,No,No,4 - Minor Arterial,4,35,11370,359,2021,0,0,0,0,0,39.75553445,-84.21598825,3773,-9374880.92864231,4830480.54693485
525135H,"https://www.google.com/maps/@39.91365798,-83.3585667,200m/data=!3m1!1e3",MADISON,LONDON,CR 70,GLADE RUN RD,Rural,None,Central Ohio Rural Planning Organization,NS - Norfolk Southern Railway Company,12,PUCO/FRA,2020,50,1,Lights and Gates,No,No,7 - Local,2,55,333,14,2021,0,0,0,0,0,39.91365798,-83.3585667,3109,-9279433.19830113,4853403.21376808
