Edition,Name,Footnote,Type,Designation,d,W,A,tw,tw/2,bf,tf,T,k,k1,bf/2tf,h/tw,Fy''',X1,X2x10^6,Ix,Zx,Sx,rx,y,yp,Iy,Zy,Sy,ry,x,xp,rz,maxf,Grip,eo,Qs36,Qs50,Qs36c,Qs50c,Qs36s,Qs50s,Astem,tan(alpha),twstem,twstem/2,OD,ID,twall,J,t,Iy',Sy',ry',sched,Anet36,d1A36,IxA36,SxA36,rxA36,y1A36,ryA36,AnetASTM,d1ASTM,IxASTM,SxASTM,rxASTM,y1ASTM,ryASTM,d/t,ry0,ry1_4,ry3_8,ry1_2,ry5_8,ry3_4,d/Af,rT,Fy'',Cw,Fy',Cc50',Cc36',a,Wno,Sw,Qf,Qw,B,Ht / t,Ht,tnom,tdes,b / t,C,ro,H,ddet,bfdet,twdet,tfdet,kdes,kdet,B/t,Sz,Qs
13th,HSS3.500X0.250,0,HSS,HSS3.500X0.250,0,8.69,2.39,0,0,0,0,0,0,0,0,0,0,0,0,3.21,2.49,1.83,1.16,0,0,3.21,2.49,1.83,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.233,0,3.66,0,0,0,0,0,0,0,0,0,0,0
13th,HSS3.500X0.216,0,HSS,HSS3.500X0.216,0,7.58,2.08,0,0,0,0,0,0,0,0,0,0,0,0,2.84,2.19,1.63,1.17,0,0,2.84,2.19,1.63,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.201,0,3.25,0,0,0,0,0,0,0,0,0,0,0
13th,HSS3.500X0.203,0,HSS,HSS3.500X0.203,0,7.15,1.97,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2.07,1.54,1.17,0,0,2.7,2.07,1.54,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.189,0,3.09,0,0,0,0,0,0,0,0,0,0,0
13th,HSS3.500X0.188,0,HSS,HSS3.500X0.188,0,6.66,1.82,0,0,0,0,0,0,0,0,0,0,0,0,2.52,1.93,1.44,1.18,0,0,2.52,1.93,1.44,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.174,0,2.88,0,0,0,0,0,0,0,0,0,0,0
13th,HSS3.500X0.125,0,HSS,HSS3.500X0.125,0,4.51,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1.77,1.33,1.01,1.2,0,0,1.77,1.33,1.01,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.116,0,2.02,0,0,0,0,0,0,0,0,0,0,0
13th,HSS3X0.250,0,HSS,HSS3X0.250,0,7.35,2.03,0,0,0,0,0,0,0,0,0,0,0,0,1.95,1.79,1.3,0.982,0,0,1.95,1.79,1.3,0.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.233,0,2.6,0,0,0,0,0,0,0,0,0,0,0
13th,HSS3X0.216,0,HSS,HSS3X0.216,0,6.43,1.77,0,0,0,0,0,0,0,0,0,0,0,0,1.74,1.58,1.16,0.992,0,0,1.74,1.58,1.16,0.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.201,0,2.32,0,0,0,0,0,0,0,0,0,0,0
13th,HSS3X0.203,0,HSS,HSS3X0.203,0,6.07,1.67,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1.5,1.1,0.996,0,0,1.66,1.5,1.1,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.189,0,2.21,0,0,0,0,0,0,0,0,0,0,0
13th,HSS3X0.188,0,HSS,HSS3X0.188,0,5.65,1.54,0,0,0,0,0,0,0,0,0,0,0,0,1.55,1.39,1.03,1,0,0,1.55,1.39,1.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.174,0,2.06,0,0,0,0,0,0,0,0,0,0,0
13th,HSS3X0.152,0,HSS,HSS3X0.152,0,4.63,1.27,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.15,0.865,1.01,0,0,1.3,1.15,0.865,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0.141,0,1.73,0,0,0,0,0,0,0,0,0,0,0
13th,HSS3X0.134,0,HSS,HSS3X0.134,0,4.11,1.12,0,0,0,0,0,0,0,0,0,0,0,0,1.16,1.03,0.774,1.02,0,0,1.16,1.03,0.774,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0.124,0,1.55,0,0,0,0,0,0,0,0,0,0,0
13th,HSS3X0.125,0,HSS,HSS3X0.125,0,3.84,1.05,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0.965,0.73,1.02,0,0,1.09,0.965,0.73,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.116,0,1.46,0,0,0,0,0,0,0,0,0,0,0
13th,HSS2.875X0.250,0,HSS,HSS2.875X0.250,0,7.02,1.93,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.63,1.18,0.938,0,0,1.7,1.63,1.18,0.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.233,0,2.37,0,0,0,0,0,0,0,0,0,0,0
13th,HSS2.875X0.203,0,HSS,HSS2.875X0.203,0,5.8,1.59,0,0,0,0,0,0,0,0,0,0,0,0,1.45,1.37,1.01,0.952,0,0,1.45,1.37,1.01,0.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.189,0,2.01,0,0,0,0,0,0,0,0,0,0,0
13th,HSS2.875X0.188,0,HSS,HSS2.875X0.188,0,5.4,1.48,0,0,0,0,0,0,0,0,0,0,0,0,1.35,1.27,0.941,0.957,0,0,1.35,1.27,0.941,0.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.174,0,1.88,0,0,0,0,0,0,0,0,0,0,0
13th,HSS2.875X0.125,0,HSS,HSS2.875X0.125,0,3.67,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0.958,0.884,0.667,0.976,0,0,0.958,0.884,0.667,0.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.116,0,1.33,0,0,0,0,0,0,0,0,0,0,0
13th,HSS2.500X0.250,0,HSS,HSS2.500X0.250,0,6.01,1.66,0,0,0,0,0,0,0,0,0,0,0,0,1.08,1.2,0.862,0.806,0,0,1.08,1.2,0.862,0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.233,0,1.72,0,0,0,0,0,0,0,0,0,0,0
13th,HSS2.500X0.188,0,HSS,HSS2.500X0.188,0,4.65,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0.865,0.943,0.692,0.825,0,0,0.865,0.943,0.692,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.174,0,1.38,0,0,0,0,0,0,0,0,0,0,0
13th,HSS2.500X0.125,0,HSS,HSS2.500X0.125,0,3.17,0.869,0,0,0,0,0,0,0,0,0,0,0,0,0.619,0.66,0.495,0.844,0,0,0.619,0.66,0.495,0.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.116,0,0.99,0,0,0,0,0,0,0,0,0,0,0
13th,HSS2.375X0.250,0,HSS,HSS2.375X0.250,0,5.68,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0.91,1.07,0.766,0.762,0,0,0.91,1.07,0.766,0.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.233,0,1.53,0,0,0,0,0,0,0,0,0,0,0
13th,HSS2.375X0.218,0,HSS,HSS2.375X0.218,0,5.03,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0.824,0.96,0.694,0.771,0,0,0.824,0.96,0.694,0.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0.203,0,1.39,0,0,0,0,0,0,0,0,0,0,0
13th,HSS2.375X0.188,0,HSS,HSS2.375X0.188,0,4.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0.845,0.617,0.781,0,0,0.733,0.845,0.617,0.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.174,0,1.23,0,0,0,0,0,0,0,0,0,0,0
13th,HSS2.375X0.154,0,HSS,HSS2.375X0.154,0,3.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0.627,0.713,0.528,0.791,0,0,0.627,0.713,0.528,0.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0.143,0,1.06,0,0,0,0,0,0,0,0,0,0,0
13th,HSS2.375X0.125,0,HSS,HSS2.375X0.125,0,3.01,0.823,0,0,0,0,0,0,0,0,0,0,0,0,0.527,0.592,0.443,0.8,0,0,0.527,0.592,0.443,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.116,0,0.887,0,0,0,0,0,0,0,0,0,0,0
13th,HSS1.900X0.188,0,HSS,HSS1.900X0.188,0,3.44,0.943,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.52,0.374,0.613,0,0,0.355,0.52,0.374,0.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.174,0,0.747,0,0,0,0,0,0,0,0,0,0,0
13th,HSS1.900X0.145,0,HSS,HSS1.900X0.145,0,2.72,0.749,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0.421,0.309,0.626,0,0,0.293,0.421,0.309,0.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0.135,0,0.617,0,0,0,0,0,0,0,0,0,0,0
13th,HSS1.900X0.120,0,HSS,HSS1.900X0.120,0,2.28,0.624,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0.356,0.264,0.634,0,0,0.251,0.356,0.264,0.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.111,0,0.527,0,0,0,0,0,0,0,0,0,0,0
13th,HSS1.660X0.140,0,HSS,HSS1.660X0.140,0,2.27,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0.305,0.222,0.543,0,0,0.184,0.305,0.222,0.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.13,0,0.444,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe12STD,0,PIPE,Pipe12STD,0,49.6,13.6,0,0,0,0,0,0,0,0,0,0,0,0,262,53.7,41,4.39,0,0,262,53.7,41,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,12,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.349,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe10STD,0,PIPE,Pipe10STD,0,40.5,11.1,0,0,0,0,0,0,0,0,0,0,0,0,151,36.9,28.1,3.68,0,0,151,36.9,28.1,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,10,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe8STD,0,PIPE,Pipe8STD,0,28.6,7.85,0,0,0,0,0,0,0,0,0,0,0,0,68.1,20.8,15.8,2.95,0,0,68.1,20.8,15.8,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.625,7.981,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe6STD,0,PIPE,Pipe6STD,0,19,5.22,0,0,0,0,0,0,0,0,0,0,0,0,26.5,10.6,7.99,2.25,0,0,26.5,10.6,7.99,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.625,6.065,0,52.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe5STD,0,PIPE,Pipe5STD,0,14.6,4.03,0,0,0,0,0,0,0,0,0,0,0,0,14.3,6.83,5.14,1.88,0,0,14.3,6.83,5.14,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.563,5.047,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe4STD,0,PIPE,Pipe4STD,0,10.8,2.97,0,0,0,0,0,0,0,0,0,0,0,0,6.82,4.05,3.03,1.51,0,0,6.82,4.05,3.03,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.026,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe301/2STD,0,PIPE,Pipe301/2STD,0,9.12,2.51,0,0,0,0,0,0,0,0,0,0,0,0,4.52,3.03,2.26,1.34,0,0,4.52,3.03,2.26,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.548,0,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe3STD,0,PIPE,Pipe3STD,0,7.58,2.08,0,0,0,0,0,0,0,0,0,0,0,0,2.85,2.19,1.63,1.17,0,0,2.85,2.19,1.63,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.068,0,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe201/2STD,0,PIPE,Pipe201/2STD,0,5.8,1.59,0,0,0,0,0,0,0,0,0,0,0,0,1.45,1.37,1.01,0.952,0,0,1.45,1.37,1.01,0.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,2.469,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe2STD,0,PIPE,Pipe2STD,0,3.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0.627,0.713,0.528,0.791,0,0,0.627,0.713,0.528,0.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,2.067,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe101/2STD,0,PIPE,Pipe101/2STD,0,2.72,0.749,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0.421,0.309,0.626,0,0,0.293,0.421,0.309,0.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.61,0,0.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe101/4STD,0,PIPE,Pipe101/4STD,0,2.27,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0.305,0.222,0.543,0,0,0.184,0.305,0.222,0.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1.38,0,0.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe1STD,0,PIPE,Pipe1STD,0,1.68,0.464,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.177,0.126,0.423,0,0,0.083,0.177,0.126,0.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315,1.049,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe3/4STD,0,PIPE,Pipe3/4STD,0,1.13,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.0942,0.0671,0.336,0,0,0.035,0.0942,0.0671,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0.824,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe1/2STD,0,PIPE,Pipe1/2STD,0,0.85,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.0555,0.0388,0.264,0,0,0.016,0.0555,0.0388,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.622,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe12XS,0,PIPE,Pipe12XS,0,65.5,17.9,0,0,0,0,0,0,0,0,0,0,0,0,339,70.2,53.2,4.35,0,0,339,70.2,53.2,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,11.75,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.465,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe10XS,0,PIPE,Pipe10XS,0,54.8,15,0,0,0,0,0,0,0,0,0,0,0,0,199,49.2,37,3.64,0,0,199,49.2,37,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,9.75,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.465,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe8XS,0,PIPE,Pipe8XS,0,43.4,11.9,0,0,0,0,0,0,0,0,0,0,0,0,100,31,23.1,2.89,0,0,100,31,23.1,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.625,7.625,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.465,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe6XS,0,PIPE,Pipe6XS,0,28.6,7.88,0,0,0,0,0,0,0,0,0,0,0,0,38.3,15.6,11.6,2.2,0,0,38.3,15.6,11.6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.625,5.761,0,76.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,0.403,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe5XS,0,PIPE,Pipe5XS,0,20.8,5.72,0,0,0,0,0,0,0,0,0,0,0,0,19.5,9.5,7.02,1.85,0,0,19.5,9.5,7.02,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.563,4.813,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.349,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe4XS,0,PIPE,Pipe4XS,0,15,4.14,0,0,0,0,0,0,0,0,0,0,0,0,9.12,5.53,4.05,1.48,0,0,9.12,5.53,4.05,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3.826,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe301/2XS,0,PIPE,Pipe301/2XS,0,12.5,3.44,0,0,0,0,0,0,0,0,0,0,0,0,5.94,4.07,2.97,1.31,0,0,5.94,4.07,2.97,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.364,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0.296,0,0,0,0,0,0,0,0,0,0,0,0,0
13th,Pipe3XS,0,PIPE,Pipe3XS,0,10.3,2.83,0,0,0,0,0,0,0,0,0,0,0,0,3.7,2.91,2.11,1.14,0,0,3.7,2.91,2.11,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,2.9,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
